ano,rodada,circuito,pais,piloto,equipe,posicao,pontos,grid,voltas,status
1991,13,Autódromo do Estoril,Portugal,Morbidelli,Minardi,9,0,13,70,+1 Lap
1991,13,Autódromo do Estoril,Portugal,Moreno,Jordan,10,0,21,70,+1 Lap
1991,13,Autódromo do Estoril,Portugal,Comas,Ligier,11,0,23,70,+1 Lap
1991,13,Autódromo do Estoril,Portugal,Brundle,Brabham,12,0,19,69,+2 Laps
1991,13,Autódromo do Estoril,Portugal,Nakajima,Tyrrell,13,0,17,68,+3 Laps
1991,13,Autódromo do Estoril,Portugal,Häkkinen,Team Lotus,14,0,24,68,+3 Laps
1991,13,Autódromo do Estoril,Portugal,Alboreto,Footwork,15,0,22,68,+3 Laps
1991,13,Autódromo do Estoril,Portugal,Boutsen,Ligier,16,0,20,68,+3 Laps
1991,13,Autódromo do Estoril,Portugal,Capelli,Leyton House,17,0,9,64,Spun off
1991,13,Autódromo do Estoril,Portugal,Modena,Tyrrell,18,0,12,56,Engine
1991,13,Autódromo do Estoril,Portugal,Mansell,Williams,19,0,4,51,Disqualified
1991,13,Autódromo do Estoril,Portugal,Suzuki,Lola,20,0,25,40,Transmission
1991,13,Autódromo do Estoril,Portugal,Prost,Ferrari,21,0,5,39,Engine
1991,13,Autódromo do Estoril,Portugal,Berger,McLaren,22,0,2,37,Engine
1991,13,Autódromo do Estoril,Portugal,Pirro,Dallara,23,0,16,18,Engine
1991,13,Autódromo do Estoril,Portugal,Järvilehto,Dallara,24,0,18,21,Gearbox
1991,13,Autódromo do Estoril,Portugal,Blundell,Brabham,25,0,15,12,Suspension
1991,13,Autódromo do Estoril,Portugal,Herbert,Team Lotus,26,0,26,1,Engine
1991,14,Circuit de Barcelona-Catalunya,Spain,Mansell,Williams,1,10,2,65,Finished
1991,14,Circuit de Barcelona-Catalunya,Spain,Prost,Ferrari,2,6,6,65,Finished
1991,14,Circuit de Barcelona-Catalunya,Spain,Patrese,Williams,3,4,4,65,Finished
1991,14,Circuit de Barcelona-Catalunya,Spain,Alesi,Ferrari,4,3,7,65,Finished
1991,14,Circuit de Barcelona-Catalunya,Spain,Senna,McLaren,5,2,3,65,Finished
1991,14,Circuit de Barcelona-Catalunya,Spain,Schumacher,Benetton,6,1,5,65,Finished
1991,14,Circuit de Barcelona-Catalunya,Spain,Gugelmin,Leyton House,7,0,13,64,+1 Lap
1991,14,Circuit de Barcelona-Catalunya,Spain,Järvilehto,Dallara,8,0,15,64,+1 Lap
1991,14,Circuit de Barcelona-Catalunya,Spain,Zanardi,Jordan,9,0,20,64,+1 Lap
1991,14,Circuit de Barcelona-Catalunya,Spain,Brundle,Brabham,10,0,11,63,+2 Laps
1991,14,Circuit de Barcelona-Catalunya,Spain,Piquet,Benetton,11,0,10,63,+2 Laps
1991,14,Circuit de Barcelona-Catalunya,Spain,Tarquini,Fondmetal,12,0,22,63,+2 Laps
1991,14,Circuit de Barcelona-Catalunya,Spain,Martini,Minardi,13,0,19,63,+2 Laps
1991,14,Circuit de Barcelona-Catalunya,Spain,Morbidelli,Minardi,14,0,16,62,Collision
1991,14,Circuit de Barcelona-Catalunya,Spain,Pirro,Dallara,15,0,9,62,+3 Laps
1991,14,Circuit de Barcelona-Catalunya,Spain,Modena,Tyrrell,16,0,14,62,+3 Laps
1991,14,Circuit de Barcelona-Catalunya,Spain,Nakajima,Tyrrell,17,0,18,62,+3 Laps
1991,14,Circuit de Barcelona-Catalunya,Spain,Blundell,Brabham,18,0,12,49,Engine
1991,14,Circuit de Barcelona-Catalunya,Spain,Comas,Ligier,19,0,25,36,Electrical
1991,14,Circuit de Barcelona-Catalunya,Spain,Berger,McLaren,20,0,1,33,Electrical
1991,14,Circuit de Barcelona-Catalunya,Spain,Alboreto,Footwork,21,0,24,23,Engine
1991,14,Circuit de Barcelona-Catalunya,Spain,de Cesaris,Jordan,22,0,17,22,Electrical
1991,14,Circuit de Barcelona-Catalunya,Spain,Häkkinen,Team Lotus,23,0,21,5,Spun off
1991,14,Circuit de Barcelona-Catalunya,Spain,Capelli,Leyton House,24,0,8,1,Collision
1991,14,Circuit de Barcelona-Catalunya,Spain,Bernard,Lola,25,0,23,0,Collision
1991,14,Circuit de Barcelona-Catalunya,Spain,Boutsen,Ligier,26,0,26,0,Collision
1991,15,Suzuka Circuit,Japan,Berger,McLaren,1,10,1,53,Finished
1991,15,Suzuka Circuit,Japan,Senna,McLaren,2,6,2,53,Finished
1991,15,Suzuka Circuit,Japan,Patrese,Williams,3,4,5,53,Finished
1991,15,Suzuka Circuit,Japan,Prost,Ferrari,4,3,4,53,Finished
1991,15,Suzuka Circuit,Japan,Brundle,Brabham,5,2,19,52,+1 Lap
1991,15,Suzuka Circuit,Japan,Modena,Tyrrell,6,1,14,52,+1 Lap
1991,15,Suzuka Circuit,Japan,Piquet,Benetton,7,0,10,52,+1 Lap
1991,15,Suzuka Circuit,Japan,Gugelmin,Leyton House,8,0,18,52,+1 Lap
1991,15,Suzuka Circuit,Japan,Boutsen,Ligier,9,0,17,52,+1 Lap
1991,15,Suzuka Circuit,Japan,Caffi,Footwork,10,0,26,51,+2 Laps
1991,15,Suzuka Circuit,Japan,Tarquini,Fondmetal,11,0,24,50,+3 Laps
1991,15,Suzuka Circuit,Japan,Comas,Ligier,12,0,20,41,Alternator
1991,15,Suzuka Circuit,Japan,Martini,Minardi,13,0,7,39,Electrical
1991,15,Suzuka Circuit,Japan,Schumacher,Benetton,14,0,9,34,Engine
1991,15,Suzuka Circuit,Japan,Herbert,Team Lotus,15,0,23,31,Engine
1991,15,Suzuka Circuit,Japan,Nakajima,Tyrrell,16,0,15,30,Spun off
1991,15,Suzuka Circuit,Japan,Suzuki,Lola,17,0,25,26,Engine
1991,15,Suzuka Circuit,Japan,Morbidelli,Minardi,18,0,8,15,Wheel
1991,15,Suzuka Circuit,Japan,Mansell,Williams,19,0,3,9,Spun off
1991,15,Suzuka Circuit,Japan,Zanardi,Jordan,20,0,13,7,Gearbox
1991,15,Suzuka Circuit,Japan,Häkkinen,Team Lotus,21,0,21,4,Engine
1991,15,Suzuka Circuit,Japan,de Cesaris,Jordan,22,0,11,1,Accident
1991,15,Suzuka Circuit,Japan,Järvilehto,Dallara,23,0,12,1,Accident
1991,15,Suzuka Circuit,Japan,Pirro,Dallara,24,0,16,1,Accident
1991,15,Suzuka Circuit,Japan,Wendlinger,Leyton House,25,0,22,1,Accident
1991,15,Suzuka Circuit,Japan,Alesi,Ferrari,26,0,6,0,Engine
1991,16,Adelaide Street Circuit,Australia,Senna,McLaren,1,5,1,14,Finished
1991,16,Adelaide Street Circuit,Australia,Mansell,Williams,2,3,3,14,Finished
1991,16,Adelaide Street Circuit,Australia,Berger,McLaren,3,2,2,14,Finished
1991,16,Adelaide Street Circuit,Australia,Piquet,Benetton,4,1.5,5,14,Finished
1991,16,Adelaide Street Circuit,Australia,Patrese,Williams,5,1,4,14,Finished
1991,16,Adelaide Street Circuit,Australia,Morbidelli,Ferrari,6,0.5,8,14,Finished
1991,16,Adelaide Street Circuit,Australia,Pirro,Dallara,7,0,13,14,Finished
1991,16,Adelaide Street Circuit,Australia,de Cesaris,Jordan,8,0,12,14,Finished
1991,16,Adelaide Street Circuit,Australia,Zanardi,Jordan,9,0,16,14,Finished
1991,16,Adelaide Street Circuit,Australia,Modena,Tyrrell,10,0,9,14,Finished
1991,16,Adelaide Street Circuit,Australia,Herbert,Team Lotus,11,0,21,14,Finished
1991,16,Adelaide Street Circuit,Australia,Järvilehto,Dallara,12,0,11,14,Finished
1991,16,Adelaide Street Circuit,Australia,Alboreto,Footwork,13,0,15,14,Finished
1991,16,Adelaide Street Circuit,Australia,Gugelmin,Leyton House,14,0,14,13,+1 Lap
1991,16,Adelaide Street Circuit,Australia,Caffi,Footwork,15,0,23,13,+1 Lap
1991,16,Adelaide Street Circuit,Australia,Moreno,Minardi,16,0,18,13,+1 Lap
1991,16,Adelaide Street Circuit,Australia,Blundell,Brabham,17,0,17,13,+1 Lap
1991,16,Adelaide Street Circuit,Australia,Comas,Ligier,18,0,22,13,+1 Lap
1991,16,Adelaide Street Circuit,Australia,Häkkinen,Team Lotus,19,0,25,13,+2 Laps
1991,16,Adelaide Street Circuit,Australia,Wendlinger,Leyton House,20,0,26,12,+2 Laps
1991,16,Adelaide Street Circuit,Australia,Martini,Minardi,21,0,10,8,Spun off
1991,16,Adelaide Street Circuit,Australia,Schumacher,Benetton,22,0,6,5,Spun off
1991,16,Adelaide Street Circuit,Australia,Alesi,Ferrari,23,0,7,5,Accident
1991,16,Adelaide Street Circuit,Australia,Larini,Lambo,24,0,19,5,Spun off
1991,16,Adelaide Street Circuit,Australia,Boutsen,Ligier,25,0,20,5,Accident
1991,16,Adelaide Street Circuit,Australia,Nakajima,Tyrrell,26,0,24,4,Spun off
1992,1,Kyalami,South Africa,Mansell,Williams,1,10,1,72,Finished
1992,1,Kyalami,South Africa,Patrese,Williams,2,6,4,72,Finished
1992,1,Kyalami,South Africa,Senna,McLaren,3,4,2,72,Finished
1992,1,Kyalami,South Africa,Schumacher,Benetton,4,3,6,72,Finished
1992,1,Kyalami,South Africa,Berger,McLaren,5,2,3,72,Finished
1992,1,Kyalami,South Africa,Herbert,Team Lotus,6,1,11,71,+1 Lap
1992,1,Kyalami,South Africa,Comas,Ligier,7,0,13,71,+1 Lap
1992,1,Kyalami,South Africa,Suzuki,Footwork,8,0,16,70,+2 Laps
1992,1,Kyalami,South Africa,Häkkinen,Team Lotus,9,0,21,70,+2 Laps
1992,1,Kyalami,South Africa,Alboreto,Footwork,10,0,17,70,+2 Laps
1992,1,Kyalami,South Africa,Gugelmin,Jordan,11,0,23,70,+2 Laps
1992,1,Kyalami,South Africa,Katayama,Larrousse,12,0,18,68,+4 Laps
1992,1,Kyalami,South Africa,van de Poele,Brabham,13,0,26,68,+4 Laps
1992,1,Kyalami,South Africa,Grouillard,Tyrrell,14,0,12,62,Engine
1992,1,Kyalami,South Africa,Boutsen,Ligier,15,0,14,60,Fuel system
1992,1,Kyalami,South Africa,Martini,Dallara,16,0,25,56,Clutch
1992,1,Kyalami,South Africa,Morbidelli,Minardi,17,0,19,55,Engine
1992,1,Kyalami,South Africa,Järvilehto,Dallara,18,0,24,44,Gearbox
1992,1,Kyalami,South Africa,Fittipaldi,Minardi,19,0,20,43,Alternator
1992,1,Kyalami,South Africa,de Cesaris,Tyrrell,20,0,10,41,Engine
1992,1,Kyalami,South Africa,Alesi,Ferrari,21,0,5,40,Engine
1992,1,Kyalami,South Africa,Capelli,Ferrari,22,0,9,28,Engine
1992,1,Kyalami,South Africa,Tarquini,Fondmetal,23,0,15,23,Engine
1992,1,Kyalami,South Africa,Wendlinger,March,24,0,7,13,Overheating
1992,1,Kyalami,South Africa,Gachot,Larrousse,25,0,22,8,Steering
1992,1,Kyalami,South Africa,Brundle,Benetton,26,0,8,1,Clutch
1992,2,Autódromo Hermanos Rodríguez,Mexico,Mansell,Williams,1,10,1,69,Finished
1992,2,Autódromo Hermanos Rodríguez,Mexico,Patrese,Williams,2,6,2,69,Finished
1992,2,Autódromo Hermanos Rodríguez,Mexico,Schumacher,Benetton,3,4,3,69,Finished
1992,2,Autódromo Hermanos Rodríguez,Mexico,Berger,McLaren,4,3,5,69,Finished
1992,2,Autódromo Hermanos Rodríguez,Mexico,de Cesaris,Tyrrell,5,2,11,68,+1 Lap
1992,2,Autódromo Hermanos Rodríguez,Mexico,Häkkinen,Team Lotus,6,1,18,68,+1 Lap
1992,2,Autódromo Hermanos Rodríguez,Mexico,Herbert,Team Lotus,7,0,12,68,+1 Lap
1992,2,Autódromo Hermanos Rodríguez,Mexico,Järvilehto,Dallara,8,0,7,68,+1 Lap
1992,2,Autódromo Hermanos Rodríguez,Mexico,Comas,Ligier,9,0,26,67,+2 Laps
1992,2,Autódromo Hermanos Rodríguez,Mexico,Boutsen,Ligier,10,0,22,67,+2 Laps
1992,2,Autódromo Hermanos Rodríguez,Mexico,Gachot,Larrousse,11,0,13,66,+3 Laps
1992,2,Autódromo Hermanos Rodríguez,Mexico,Katayama,Larrousse,12,0,24,66,+3 Laps
1992,2,Autódromo Hermanos Rodríguez,Mexico,Alboreto,Footwork,13,0,25,65,+4 Laps
1992,2,Autódromo Hermanos Rodríguez,Mexico,Brundle,Benetton,14,0,4,47,Engine
1992,2,Autódromo Hermanos Rodríguez,Mexico,Tarquini,Fondmetal,15,0,14,45,Clutch
1992,2,Autódromo Hermanos Rodríguez,Mexico,Chiesa,Fondmetal,16,0,23,37,Spun off
1992,2,Autódromo Hermanos Rodríguez,Mexico,Martini,Dallara,17,0,9,36,Handling
1992,2,Autódromo Hermanos Rodríguez,Mexico,Alesi,Ferrari,18,0,10,31,Engine
1992,2,Autódromo Hermanos Rodríguez,Mexico,Morbidelli,Minardi,19,0,21,29,Spun off
1992,2,Autódromo Hermanos Rodríguez,Mexico,Modena,Jordan,20,0,15,17,Gearbox
1992,2,Autódromo Hermanos Rodríguez,Mexico,Grouillard,Tyrrell,21,0,16,12,Engine
1992,2,Autódromo Hermanos Rodríguez,Mexico,Senna,McLaren,22,0,6,11,Transmission
1992,2,Autódromo Hermanos Rodríguez,Mexico,Fittipaldi,Minardi,23,0,17,2,Spun off
1992,2,Autódromo Hermanos Rodríguez,Mexico,Gugelmin,Jordan,24,0,8,0,Engine
1992,2,Autódromo Hermanos Rodríguez,Mexico,Wendlinger,March,25,0,19,0,Collision
1992,2,Autódromo Hermanos Rodríguez,Mexico,Capelli,Ferrari,26,0,20,0,Collision
1992,3,Autódromo José Carlos Pace,Brazil,Mansell,Williams,1,10,1,71,Finished
1992,3,Autódromo José Carlos Pace,Brazil,Patrese,Williams,2,6,2,71,Finished
1992,3,Autódromo José Carlos Pace,Brazil,Schumacher,Benetton,3,4,5,70,+1 Lap
1992,3,Autódromo José Carlos Pace,Brazil,Alesi,Ferrari,4,3,6,70,+1 Lap
1992,3,Autódromo José Carlos Pace,Brazil,Capelli,Ferrari,5,2,11,70,+1 Lap
1992,3,Autódromo José Carlos Pace,Brazil,Alboreto,Footwork,6,1,14,70,+1 Lap
1992,3,Autódromo José Carlos Pace,Brazil,Morbidelli,Minardi,7,0,23,69,+2 Laps
1992,3,Autódromo José Carlos Pace,Brazil,Järvilehto,Dallara,8,0,16,69,+2 Laps
1992,3,Autódromo José Carlos Pace,Brazil,Katayama,Larrousse,9,0,25,68,+3 Laps
1992,3,Autódromo José Carlos Pace,Brazil,Häkkinen,Team Lotus,10,0,24,67,+4 Laps
1992,3,Autódromo José Carlos Pace,Brazil,Tarquini,Fondmetal,11,0,19,62,Engine
1992,3,Autódromo José Carlos Pace,Brazil,Wendlinger,March,12,0,9,55,Clutch
1992,3,Autódromo José Carlos Pace,Brazil,Fittipaldi,Minardi,13,0,20,54,Gearbox
1992,3,Autódromo José Carlos Pace,Brazil,Grouillard,Tyrrell,14,0,17,52,Engine
1992,3,Autódromo José Carlos Pace,Brazil,Comas,Ligier,15,0,15,42,Gearbox
1992,3,Autódromo José Carlos Pace,Brazil,Herbert,Team Lotus,16,0,26,36,Spun off
1992,3,Autódromo José Carlos Pace,Brazil,Boutsen,Ligier,17,0,10,36,Collision
1992,3,Autódromo José Carlos Pace,Brazil,Gugelmin,Jordan,18,0,21,36,Gearbox
1992,3,Autódromo José Carlos Pace,Brazil,Brundle,Benetton,19,0,7,30,Collision
1992,3,Autódromo José Carlos Pace,Brazil,Martini,Dallara,20,0,8,24,Clutch
1992,3,Autódromo José Carlos Pace,Brazil,Gachot,Larrousse,21,0,18,23,Suspension
1992,3,Autódromo José Carlos Pace,Brazil,de Cesaris,Tyrrell,22,0,13,21,Engine
1992,3,Autódromo José Carlos Pace,Brazil,Senna,McLaren,23,0,3,17,Engine
1992,3,Autódromo José Carlos Pace,Brazil,Berger,McLaren,24,0,4,4,Electrical
1992,3,Autódromo José Carlos Pace,Brazil,Suzuki,Footwork,25,0,22,2,Engine
1992,3,Autódromo José Carlos Pace,Brazil,Modena,Jordan,26,0,12,1,Gearbox
1992,4,Circuit de Barcelona-Catalunya,Spain,Mansell,Williams,1,10,1,65,Finished
1992,4,Circuit de Barcelona-Catalunya,Spain,Schumacher,Benetton,2,6,2,65,Finished
1992,4,Circuit de Barcelona-Catalunya,Spain,Alesi,Ferrari,3,4,8,65,Finished
1992,4,Circuit de Barcelona-Catalunya,Spain,Berger,McLaren,4,3,7,65,Finished
1992,4,Circuit de Barcelona-Catalunya,Spain,Alboreto,Footwork,5,2,16,64,+1 Lap
1992,4,Circuit de Barcelona-Catalunya,Spain,Martini,Dallara,6,1,13,63,+2 Laps
1992,4,Circuit de Barcelona-Catalunya,Spain,Suzuki,Footwork,7,0,19,63,+2 Laps
1992,4,Circuit de Barcelona-Catalunya,Spain,Wendlinger,March,8,0,9,63,+2 Laps
1992,4,Circuit de Barcelona-Catalunya,Spain,Senna,McLaren,9,0,3,62,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Capelli,Ferrari,10,0,5,62,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Fittipaldi,Minardi,11,0,22,61,+4 Laps
1992,4,Circuit de Barcelona-Catalunya,Spain,Belmondo,March,12,0,23,61,+4 Laps
1992,4,Circuit de Barcelona-Catalunya,Spain,Järvilehto,Dallara,13,0,12,56,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Tarquini,Fondmetal,14,0,18,56,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Häkkinen,Team Lotus,15,0,21,56,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Comas,Ligier,16,0,10,55,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Gachot,Larrousse,17,0,24,35,Engine
1992,4,Circuit de Barcelona-Catalunya,Spain,Grouillard,Tyrrell,18,0,15,30,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Morbidelli,Minardi,19,0,25,26,Handling
1992,4,Circuit de Barcelona-Catalunya,Spain,Gugelmin,Jordan,20,0,17,24,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Chiesa,Fondmetal,21,0,20,22,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Patrese,Williams,22,0,4,19,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Herbert,Team Lotus,23,0,26,13,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,Boutsen,Ligier,24,0,14,11,Engine
1992,4,Circuit de Barcelona-Catalunya,Spain,Brundle,Benetton,25,0,6,4,Spun off
1992,4,Circuit de Barcelona-Catalunya,Spain,de Cesaris,Tyrrell,26,0,11,2,Engine
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Mansell,Williams,1,10,1,60,Finished
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Patrese,Williams,2,6,2,60,Finished
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Senna,McLaren,3,4,3,60,Finished
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Brundle,Benetton,4,3,6,60,Finished
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Alboreto,Footwork,5,2,9,59,+1 Lap
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Martini,Dallara,6,1,15,59,+1 Lap
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Gugelmin,Jordan,7,0,16,58,+2 Laps
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Grouillard,Tyrrell,8,0,20,58,+2 Laps
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Comas,Ligier,9,0,13,58,+2 Laps
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Suzuki,Footwork,10,0,11,58,+2 Laps
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Järvilehto,Dallara,11,0,16,57,Engine
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Wendlinger,March,12,0,12,57,+3 Laps
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Belmondo,March,13,0,24,57,+3 Laps
1992,5,Autodromo Enzo e Dino Ferrari,Italy,de Cesaris,Tyrrell,14,0,14,55,Fuel system
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Katayama,Larrousse,15,0,17,40,Spun off
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Alesi,Ferrari,16,0,7,39,Collision
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Berger,McLaren,17,0,4,39,Collision
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Gachot,Larrousse,18,0,19,32,Spun off
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Boutsen,Ligier,19,0,10,29,Engine
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Modena,Jordan,20,0,23,25,Gearbox
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Morbidelli,Minardi,21,0,21,24,Engine
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Tarquini,Fondmetal,22,0,22,24,Engine
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Schumacher,Benetton,23,0,5,20,Spun off
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Capelli,Ferrari,24,0,8,11,Spun off
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Fittipaldi,Minardi,25,0,25,8,Gearbox
1992,5,Autodromo Enzo e Dino Ferrari,Italy,Herbert,Team Lotus,26,0,26,8,Gearbox
1992,6,Circuit de Monaco,Monaco,Senna,McLaren,1,10,3,78,Finished
1992,6,Circuit de Monaco,Monaco,Mansell,Williams,2,6,1,78,Finished
1992,6,Circuit de Monaco,Monaco,Patrese,Williams,3,4,2,78,Finished
1992,6,Circuit de Monaco,Monaco,Schumacher,Benetton,4,3,6,78,Finished
1992,6,Circuit de Monaco,Monaco,Brundle,Benetton,5,2,7,78,Finished
1992,6,Circuit de Monaco,Monaco,Gachot,Larrousse,6,1,15,77,+1 Lap
1992,6,Circuit de Monaco,Monaco,Alboreto,Footwork,7,0,11,77,+1 Lap
1992,6,Circuit de Monaco,Monaco,Fittipaldi,Minardi,8,0,17,77,+1 Lap
1992,6,Circuit de Monaco,Monaco,Järvilehto,Dallara,9,0,20,76,+2 Laps
1992,6,Circuit de Monaco,Monaco,Comas,Ligier,10,0,23,76,+2 Laps
1992,6,Circuit de Monaco,Monaco,Suzuki,Footwork,11,0,19,76,+2 Laps
1992,6,Circuit de Monaco,Monaco,Boutsen,Ligier,12,0,22,75,+3 Laps
1992,6,Circuit de Monaco,Monaco,Capelli,Ferrari,13,0,8,60,Spun off
1992,6,Circuit de Monaco,Monaco,Berger,McLaren,14,0,5,32,Gearbox
1992,6,Circuit de Monaco,Monaco,Häkkinen,Team Lotus,15,0,14,30,Gearbox
1992,6,Circuit de Monaco,Monaco,Alesi,Ferrari,16,0,4,28,Gearbox
1992,6,Circuit de Monaco,Monaco,Gugelmin,Jordan,17,0,13,18,Gearbox
1992,6,Circuit de Monaco,Monaco,Herbert,Team Lotus,18,0,9,17,Spun off
1992,6,Circuit de Monaco,Monaco,Moreno,Andrea Moda,19,0,26,11,Engine
1992,6,Circuit de Monaco,Monaco,de Cesaris,Tyrrell,20,0,10,9,Gearbox
1992,6,Circuit de Monaco,Monaco,Tarquini,Fondmetal,21,0,25,9,Engine
1992,6,Circuit de Monaco,Monaco,Modena,Jordan,22,0,21,6,Spun off
1992,6,Circuit de Monaco,Monaco,Grouillard,Tyrrell,23,0,24,4,Transmission
1992,6,Circuit de Monaco,Monaco,Wendlinger,March,24,0,16,1,Gearbox
1992,6,Circuit de Monaco,Monaco,Morbidelli,Minardi,25,0,12,1,Gearbox
1992,6,Circuit de Monaco,Monaco,Martini,Dallara,26,0,18,0,Spun off
1992,7,Circuit Gilles Villeneuve,Canada,Berger,McLaren,1,10,4,69,Finished
1992,7,Circuit Gilles Villeneuve,Canada,Schumacher,Benetton,2,6,5,69,Finished
1992,7,Circuit Gilles Villeneuve,Canada,Alesi,Ferrari,3,4,8,69,Finished
1992,7,Circuit Gilles Villeneuve,Canada,Wendlinger,March,4,3,12,68,+1 Lap
1992,7,Circuit Gilles Villeneuve,Canada,de Cesaris,Tyrrell,5,2,14,68,+1 Lap
1992,7,Circuit Gilles Villeneuve,Canada,Comas,Ligier,6,1,22,68,+1 Lap
1992,7,Circuit Gilles Villeneuve,Canada,Alboreto,Footwork,7,0,16,68,+1 Lap
1992,7,Circuit Gilles Villeneuve,Canada,Martini,Dallara,8,0,15,68,+1 Lap
1992,7,Circuit Gilles Villeneuve,Canada,Järvilehto,Dallara,9,0,23,68,+1 Lap
1992,7,Circuit Gilles Villeneuve,Canada,Boutsen,Ligier,10,0,21,67,+2 Laps
1992,7,Circuit Gilles Villeneuve,Canada,Morbidelli,Minardi,11,0,13,67,+2 Laps
1992,7,Circuit Gilles Villeneuve,Canada,Grouillard,Tyrrell,12,0,26,67,+2 Laps
1992,7,Circuit Gilles Villeneuve,Canada,Fittipaldi,Minardi,13,0,25,65,+4 Laps
1992,7,Circuit Gilles Villeneuve,Canada,Belmondo,March,14,0,20,64,+5 Laps
1992,7,Circuit Gilles Villeneuve,Canada,Katayama,Larrousse,15,0,11,61,Engine
1992,7,Circuit Gilles Villeneuve,Canada,Brundle,Benetton,16,0,7,45,Transmission
1992,7,Circuit Gilles Villeneuve,Canada,Patrese,Williams,17,0,2,43,Gearbox
1992,7,Circuit Gilles Villeneuve,Canada,Senna,McLaren,18,0,1,37,Electrical
1992,7,Circuit Gilles Villeneuve,Canada,Modena,Jordan,19,0,17,36,Transmission
1992,7,Circuit Gilles Villeneuve,Canada,Häkkinen,Team Lotus,20,0,10,35,Gearbox
1992,7,Circuit Gilles Villeneuve,Canada,Herbert,Team Lotus,21,0,6,34,Clutch
1992,7,Circuit Gilles Villeneuve,Canada,Capelli,Ferrari,22,0,9,18,Spun off
1992,7,Circuit Gilles Villeneuve,Canada,Mansell,Williams,23,0,3,14,Spun off
1992,7,Circuit Gilles Villeneuve,Canada,Gugelmin,Jordan,24,0,24,14,Transmission
1992,7,Circuit Gilles Villeneuve,Canada,Gachot,Larrousse,25,0,19,14,Disqualified
1992,7,Circuit Gilles Villeneuve,Canada,Tarquini,Fondmetal,26,0,18,0,Transmission
1992,8,Circuit de Nevers Magny-Cours,France,Mansell,Williams,1,10,1,69,Finished
1992,8,Circuit de Nevers Magny-Cours,France,Patrese,Williams,2,6,2,69,Finished
1992,8,Circuit de Nevers Magny-Cours,France,Brundle,Benetton,3,4,7,69,Finished
1992,8,Circuit de Nevers Magny-Cours,France,Häkkinen,Team Lotus,4,3,11,68,+1 Lap
1992,8,Circuit de Nevers Magny-Cours,France,Comas,Ligier,5,2,10,68,+1 Lap
1992,8,Circuit de Nevers Magny-Cours,France,Herbert,Team Lotus,6,1,12,68,+1 Lap
1992,8,Circuit de Nevers Magny-Cours,France,Alboreto,Footwork,7,0,14,68,+1 Lap
1992,8,Circuit de Nevers Magny-Cours,France,Morbidelli,Minardi,8,0,16,68,+1 Lap
1992,8,Circuit de Nevers Magny-Cours,France,Järvilehto,Dallara,9,0,17,67,+2 Laps
1992,8,Circuit de Nevers Magny-Cours,France,Martini,Dallara,10,0,25,67,+2 Laps
1992,8,Circuit de Nevers Magny-Cours,France,Grouillard,Tyrrell,11,0,22,66,+3 Laps
1992,8,Circuit de Nevers Magny-Cours,France,Alesi,Ferrari,12,0,6,61,Engine
1992,8,Circuit de Nevers Magny-Cours,France,de Cesaris,Tyrrell,13,0,19,51,Spun off
1992,8,Circuit de Nevers Magny-Cours,France,Katayama,Larrousse,14,0,18,41,Engine
1992,8,Circuit de Nevers Magny-Cours,France,Boutsen,Ligier,15,0,9,46,Spun off
1992,8,Circuit de Nevers Magny-Cours,France,Capelli,Ferrari,16,0,8,38,Engine
1992,8,Circuit de Nevers Magny-Cours,France,Wendlinger,March,17,0,21,33,Gearbox
