ano,rodada,circuito,pais,piloto,equipe,posicao,pontos,grid,voltas,status
1990,1,Phoenix street circuit,USA,Senna,McLaren,1,9,5,72,Finished
1990,1,Phoenix street circuit,USA,Alesi,Tyrrell,2,6,4,72,Finished
1990,1,Phoenix street circuit,USA,Boutsen,Williams,3,4,9,72,Finished
1990,1,Phoenix street circuit,USA,Piquet,Benetton,4,3,6,72,Finished
1990,1,Phoenix street circuit,USA,Modena,Brabham,5,2,10,72,Finished
1990,1,Phoenix street circuit,USA,Nakajima,Tyrrell,6,1,11,71,+1 Lap
1990,1,Phoenix street circuit,USA,Martini,Minardi,7,0,2,71,+1 Lap
1990,1,Phoenix street circuit,USA,Bernard,Larrousse,8,0,15,71,+1 Lap
1990,1,Phoenix street circuit,USA,Patrese,Williams,9,0,12,71,+1 Lap
1990,1,Phoenix street circuit,USA,Alboreto,Arrows,10,0,21,70,+2 Laps
1990,1,Phoenix street circuit,USA,Nannini,Benetton,11,0,22,70,+2 Laps
1990,1,Phoenix street circuit,USA,Schneider,Arrows,12,0,20,70,+2 Laps
1990,1,Phoenix street circuit,USA,Moreno,Euro Brun,13,0,16,67,+5 Laps
1990,1,Phoenix street circuit,USA,Gugelmin,Leyton House,14,0,25,66,+6 Laps
1990,1,Phoenix street circuit,USA,Barilla,Minardi,15,0,14,54,Physical
1990,1,Phoenix street circuit,USA,Suzuki,Larrousse,16,0,18,53,Brakes
1990,1,Phoenix street circuit,USA,Mansell,Ferrari,17,0,17,49,Clutch
1990,1,Phoenix street circuit,USA,Berger,McLaren,18,0,1,44,Clutch
1990,1,Phoenix street circuit,USA,Foitek,Brabham,19,0,23,39,Accident
1990,1,Phoenix street circuit,USA,Grouillard,Osella,20,0,8,39,Collision
1990,1,Phoenix street circuit,USA,de Cesaris,Dallara,21,0,3,25,Engine
1990,1,Phoenix street circuit,USA,Prost,Ferrari,22,0,7,21,Oil leak
1990,1,Phoenix street circuit,USA,Capelli,Leyton House,23,0,26,20,Electrical
1990,1,Phoenix street circuit,USA,Warwick,Team Lotus,24,0,24,6,Gearbox
1990,1,Phoenix street circuit,USA,Larini,Ligier,25,0,13,4,Throttle
1990,1,Phoenix street circuit,USA,Donnelly,Team Lotus,26,0,19,0,Gearbox
1990,1,Phoenix street circuit,USA,Alliot,Ligier,27,0,0,0,Disqualified
1990,2,Autódromo José Carlos Pace,Brazil,Prost,Ferrari,1,9,6,71,Finished
1990,2,Autódromo José Carlos Pace,Brazil,Berger,McLaren,2,6,2,71,Finished
1990,2,Autódromo José Carlos Pace,Brazil,Senna,McLaren,3,4,1,71,Finished
1990,2,Autódromo José Carlos Pace,Brazil,Mansell,Ferrari,4,3,5,71,Finished
1990,2,Autódromo José Carlos Pace,Brazil,Boutsen,Williams,5,2,3,70,+1 Lap
1990,2,Autódromo José Carlos Pace,Brazil,Piquet,Benetton,6,1,13,70,+1 Lap
1990,2,Autódromo José Carlos Pace,Brazil,Alesi,Tyrrell,7,0,7,70,+1 Lap
1990,2,Autódromo José Carlos Pace,Brazil,Nakajima,Tyrrell,8,0,19,70,+1 Lap
1990,2,Autódromo José Carlos Pace,Brazil,Martini,Minardi,9,0,8,69,+2 Laps
1990,2,Autódromo José Carlos Pace,Brazil,Nannini,Benetton,10,0,15,68,Puncture
1990,2,Autódromo José Carlos Pace,Brazil,Larini,Ligier,11,0,20,68,+3 Laps
1990,2,Autódromo José Carlos Pace,Brazil,Alliot,Ligier,12,0,10,68,+3 Laps
1990,2,Autódromo José Carlos Pace,Brazil,Patrese,Williams,13,0,4,65,Oil pressure
1990,2,Autódromo José Carlos Pace,Brazil,Morbidelli,Dallara,14,0,16,64,+7 Laps
1990,2,Autódromo José Carlos Pace,Brazil,Caffi,Arrows,15,0,25,49,Clutch
1990,2,Autódromo José Carlos Pace,Brazil,Donnelly,Team Lotus,16,0,14,43,Spun off
1990,2,Autódromo José Carlos Pace,Brazil,Modena,Brabham,17,0,12,39,Spun off
1990,2,Autódromo José Carlos Pace,Brazil,Barilla,Minardi,18,0,17,38,Engine
1990,2,Autódromo José Carlos Pace,Brazil,Dalmas,AGS,19,0,26,28,Suspension
1990,2,Autódromo José Carlos Pace,Brazil,Warwick,Team Lotus,20,0,24,25,Electrical
1990,2,Autódromo José Carlos Pace,Brazil,Suzuki,Larrousse,21,0,18,24,Suspension
1990,2,Autódromo José Carlos Pace,Brazil,Alboreto,Arrows,22,0,23,24,Suspension
1990,2,Autódromo José Carlos Pace,Brazil,Foitek,Brabham,23,0,22,14,Transmission
1990,2,Autódromo José Carlos Pace,Brazil,Bernard,Larrousse,24,0,11,13,Gearbox
1990,2,Autódromo José Carlos Pace,Brazil,Grouillard,Osella,25,0,21,8,Collision
1990,2,Autódromo José Carlos Pace,Brazil,de Cesaris,Dallara,26,0,9,0,Collision
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Patrese,Williams,1,9,3,61,Finished
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Berger,McLaren,2,6,2,61,Finished
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Nannini,Benetton,3,4,9,61,Finished
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Prost,Ferrari,4,3,6,61,Finished
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Piquet,Benetton,5,2,8,61,Finished
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Alesi,Tyrrell,6,1,7,60,+1 Lap
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Warwick,Team Lotus,7,0,10,60,+1 Lap
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Donnelly,Team Lotus,8,0,11,60,+1 Lap
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Alliot,Ligier,9,0,16,60,+1 Lap
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Larini,Ligier,10,0,20,59,+2 Laps
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Barilla,Minardi,11,0,26,59,+2 Laps
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Järvilehto,Onyx,12,0,25,59,+2 Laps
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Bernard,Larrousse,13,0,13,56,Clutch
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Grouillard,Osella,14,0,22,52,Wheel
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Mansell,Ferrari,15,0,5,38,Engine
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Foitek,Onyx,16,0,23,35,Engine
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Modena,Brabham,17,0,14,31,Brakes
1990,3,Autodromo Enzo e Dino Ferrari,Italy,de Cesaris,Dallara,18,0,17,29,Wheel
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Gugelmin,Leyton House,19,0,12,24,Electrical
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Boutsen,Williams,20,0,4,17,Engine
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Suzuki,Larrousse,21,0,15,17,Clutch
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Senna,McLaren,22,0,1,3,Wheel
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Pirro,Dallara,23,0,21,2,Spun off
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Capelli,Leyton House,24,0,18,0,Collision
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Nakajima,Tyrrell,25,0,19,0,Collision
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Moreno,Euro Brun,26,0,24,0,Throttle
1990,3,Autodromo Enzo e Dino Ferrari,Italy,Martini,Minardi,27,0,0,0,Accident
1990,4,Circuit de Monaco,Monaco,Senna,McLaren,1,9,1,78,Finished
1990,4,Circuit de Monaco,Monaco,Alesi,Tyrrell,2,6,3,78,Finished
1990,4,Circuit de Monaco,Monaco,Berger,McLaren,3,4,5,78,Finished
1990,4,Circuit de Monaco,Monaco,Boutsen,Williams,4,3,6,77,+1 Lap
1990,4,Circuit de Monaco,Monaco,Caffi,Arrows,5,2,22,76,+2 Laps
1990,4,Circuit de Monaco,Monaco,Bernard,Larrousse,6,1,24,76,+2 Laps
1990,4,Circuit de Monaco,Monaco,Foitek,Onyx,7,0,20,72,Collision
1990,4,Circuit de Monaco,Monaco,Warwick,Team Lotus,8,0,13,66,Spun off
1990,4,Circuit de Monaco,Monaco,Mansell,Ferrari,9,0,7,63,Battery
1990,4,Circuit de Monaco,Monaco,Barilla,Minardi,10,0,19,52,Gearbox
1990,4,Circuit de Monaco,Monaco,Järvilehto,Onyx,11,0,26,52,Gearbox
1990,4,Circuit de Monaco,Monaco,Alliot,Ligier,12,0,18,47,Gearbox
1990,4,Circuit de Monaco,Monaco,Patrese,Williams,13,0,4,41,Distributor
1990,4,Circuit de Monaco,Monaco,de Cesaris,Dallara,14,0,12,38,Engine
1990,4,Circuit de Monaco,Monaco,Nakajima,Tyrrell,15,0,21,36,Spun off
1990,4,Circuit de Monaco,Monaco,Prost,Ferrari,16,0,2,30,Battery
1990,4,Circuit de Monaco,Monaco,Nannini,Benetton,17,0,16,20,Gearbox
1990,4,Circuit de Monaco,Monaco,Brabham,Brabham,18,0,25,16,Transmission
1990,4,Circuit de Monaco,Monaco,Capelli,Leyton House,19,0,23,13,Brakes
1990,4,Circuit de Monaco,Monaco,Larini,Ligier,20,0,17,12,Differential
1990,4,Circuit de Monaco,Monaco,Suzuki,Larrousse,21,0,15,11,Steering
1990,4,Circuit de Monaco,Monaco,Martini,Minardi,22,0,8,7,Electrical
1990,4,Circuit de Monaco,Monaco,Donnelly,Team Lotus,23,0,11,6,Gearbox
1990,4,Circuit de Monaco,Monaco,Modena,Brabham,24,0,14,3,Transmission
1990,4,Circuit de Monaco,Monaco,Pirro,Dallara,25,0,9,0,Engine
1990,4,Circuit de Monaco,Monaco,Piquet,Benetton,26,0,10,34,Disqualified
1990,5,Circuit Gilles Villeneuve,Canada,Senna,McLaren,1,9,1,70,Finished
1990,5,Circuit Gilles Villeneuve,Canada,Piquet,Benetton,2,6,5,70,Finished
1990,5,Circuit Gilles Villeneuve,Canada,Mansell,Ferrari,3,4,7,70,Finished
1990,5,Circuit Gilles Villeneuve,Canada,Berger,McLaren,4,3,2,70,Finished
1990,5,Circuit Gilles Villeneuve,Canada,Prost,Ferrari,5,2,3,70,Finished
1990,5,Circuit Gilles Villeneuve,Canada,Warwick,Team Lotus,6,1,11,68,+2 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Modena,Brabham,7,0,10,68,+2 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Caffi,Arrows,8,0,26,68,+2 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Bernard,Larrousse,9,0,23,67,+3 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Capelli,Leyton House,10,0,24,67,+3 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Nakajima,Tyrrell,11,0,13,67,+3 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Suzuki,Larrousse,12,0,18,66,+4 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Grouillard,Osella,13,0,15,65,+5 Laps
1990,5,Circuit Gilles Villeneuve,Canada,Donnelly,Team Lotus,14,0,12,57,Engine
1990,5,Circuit Gilles Villeneuve,Canada,Foitek,Onyx,15,0,21,53,Engine
1990,5,Circuit Gilles Villeneuve,Canada,de Cesaris,Dallara,16,0,25,50,Gearbox
1990,5,Circuit Gilles Villeneuve,Canada,Järvilehto,Onyx,17,0,22,46,Engine
1990,5,Circuit Gilles Villeneuve,Canada,Patrese,Williams,18,0,9,44,Brakes
1990,5,Circuit Gilles Villeneuve,Canada,Alliot,Ligier,19,0,17,34,Engine
1990,5,Circuit Gilles Villeneuve,Canada,Alesi,Tyrrell,20,0,8,26,Spun off
1990,5,Circuit Gilles Villeneuve,Canada,Nannini,Benetton,21,0,4,21,Spun off
1990,5,Circuit Gilles Villeneuve,Canada,Boutsen,Williams,22,0,6,19,Collision
1990,5,Circuit Gilles Villeneuve,Canada,Larini,Ligier,23,0,20,18,Collision
1990,5,Circuit Gilles Villeneuve,Canada,Pirro,Dallara,24,0,19,11,Collision
1990,5,Circuit Gilles Villeneuve,Canada,Alboreto,Arrows,25,0,14,11,Collision
1990,5,Circuit Gilles Villeneuve,Canada,Martini,Minardi,26,0,16,0,Spun off
1990,6,Autódromo Hermanos Rodríguez,Mexico,Prost,Ferrari,1,9,13,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Mansell,Ferrari,2,6,4,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Berger,McLaren,3,4,1,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Nannini,Benetton,4,3,14,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Boutsen,Williams,5,2,5,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Piquet,Benetton,6,1,8,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Alesi,Tyrrell,7,0,6,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Donnelly,Team Lotus,8,0,12,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Patrese,Williams,9,0,2,69,Finished
1990,6,Autódromo Hermanos Rodríguez,Mexico,Warwick,Team Lotus,10,0,11,68,+1 Lap
1990,6,Autódromo Hermanos Rodríguez,Mexico,Modena,Brabham,11,0,10,68,+1 Lap
1990,6,Autódromo Hermanos Rodríguez,Mexico,Martini,Minardi,12,0,7,68,+1 Lap
1990,6,Autódromo Hermanos Rodríguez,Mexico,de Cesaris,Dallara,13,0,15,68,+1 Lap
1990,6,Autódromo Hermanos Rodríguez,Mexico,Barilla,Minardi,14,0,16,67,+2 Laps
1990,6,Autódromo Hermanos Rodríguez,Mexico,Foitek,Onyx,15,0,23,67,+2 Laps
1990,6,Autódromo Hermanos Rodríguez,Mexico,Larini,Ligier,16,0,24,67,+2 Laps
1990,6,Autódromo Hermanos Rodríguez,Mexico,Alboreto,Arrows,17,0,17,66,+3 Laps
1990,6,Autódromo Hermanos Rodríguez,Mexico,Alliot,Ligier,18,0,22,66,+3 Laps
1990,6,Autódromo Hermanos Rodríguez,Mexico,Grouillard,Osella,19,0,20,65,+4 Laps
1990,6,Autódromo Hermanos Rodríguez,Mexico,Senna,McLaren,20,0,3,63,Tyre
1990,6,Autódromo Hermanos Rodríguez,Mexico,Järvilehto,Onyx,21,0,26,26,Engine
1990,6,Autódromo Hermanos Rodríguez,Mexico,Bernard,Larrousse,22,0,25,12,Brakes
1990,6,Autódromo Hermanos Rodríguez,Mexico,Suzuki,Larrousse,23,0,19,11,Collision
1990,6,Autódromo Hermanos Rodríguez,Mexico,Nakajima,Tyrrell,24,0,9,11,Collision
1990,6,Autódromo Hermanos Rodríguez,Mexico,Brabham,Brabham,25,0,21,11,Electrical
1990,6,Autódromo Hermanos Rodríguez,Mexico,Pirro,Dallara,26,0,18,10,Engine
1990,6,Autódromo Hermanos Rodríguez,Mexico,Moreno,Euro Brun,27,0,0,0,Disqualified
1990,7,Circuit Paul Ricard,France,Prost,Ferrari,1,9,4,80,Finished
1990,7,Circuit Paul Ricard,France,Capelli,Leyton House,2,6,7,80,Finished
1990,7,Circuit Paul Ricard,France,Senna,McLaren,3,4,3,80,Finished
1990,7,Circuit Paul Ricard,France,Piquet,Benetton,4,3,9,80,Finished
1990,7,Circuit Paul Ricard,France,Berger,McLaren,5,2,2,80,Finished
1990,7,Circuit Paul Ricard,France,Patrese,Williams,6,1,6,80,Finished
1990,7,Circuit Paul Ricard,France,Suzuki,Larrousse,7,0,14,79,+1 Lap
1990,7,Circuit Paul Ricard,France,Bernard,Larrousse,8,0,11,79,+1 Lap
1990,7,Circuit Paul Ricard,France,Alliot,Ligier,9,0,12,79,+1 Lap
1990,7,Circuit Paul Ricard,France,Alboreto,Arrows,10,0,18,79,+1 Lap
1990,7,Circuit Paul Ricard,France,Warwick,Team Lotus,11,0,16,79,+1 Lap
1990,7,Circuit Paul Ricard,France,Donnelly,Team Lotus,12,0,17,79,+1 Lap
1990,7,Circuit Paul Ricard,France,Modena,Brabham,13,0,20,78,+2 Laps
1990,7,Circuit Paul Ricard,France,Larini,Ligier,14,0,19,78,+2 Laps
1990,7,Circuit Paul Ricard,France,Brabham,Brabham,15,0,25,77,+3 Laps
1990,7,Circuit Paul Ricard,France,Nannini,Benetton,16,0,5,75,Electrical
1990,7,Circuit Paul Ricard,France,Dalmas,AGS,17,0,26,75,+5 Laps
1990,7,Circuit Paul Ricard,France,Mansell,Ferrari,18,0,1,72,Engine
1990,7,Circuit Paul Ricard,France,de Cesaris,Dallara,19,0,21,78,Disqualified
1990,7,Circuit Paul Ricard,France,Nakajima,Tyrrell,20,0,15,63,Gearbox
1990,7,Circuit Paul Ricard,France,Gugelmin,Leyton House,21,0,10,58,Engine
1990,7,Circuit Paul Ricard,France,Martini,Minardi,22,0,23,40,Electrical
1990,7,Circuit Paul Ricard,France,Alesi,Tyrrell,23,0,13,23,Differential
1990,7,Circuit Paul Ricard,France,Caffi,Arrows,24,0,22,22,Suspension
1990,7,Circuit Paul Ricard,France,Boutsen,Williams,25,0,8,7,Engine
1990,7,Circuit Paul Ricard,France,Pirro,Dallara,26,0,24,7,Brakes
1990,8,Silverstone Circuit,UK,Prost,Ferrari,1,9,5,64,Finished
1990,8,Silverstone Circuit,UK,Boutsen,Williams,2,6,4,64,Finished
1990,8,Silverstone Circuit,UK,Senna,McLaren,3,4,2,64,Finished
1990,8,Silverstone Circuit,UK,Bernard,Larrousse,4,3,8,64,Finished
1990,8,Silverstone Circuit,UK,Piquet,Benetton,5,2,11,64,Finished
1990,8,Silverstone Circuit,UK,Suzuki,Larrousse,6,1,9,63,+1 Lap
1990,8,Silverstone Circuit,UK,Caffi,Arrows,7,0,17,63,+1 Lap
1990,8,Silverstone Circuit,UK,Alesi,Tyrrell,8,0,6,63,+1 Lap
1990,8,Silverstone Circuit,UK,Modena,Brabham,9,0,20,62,+2 Laps
1990,8,Silverstone Circuit,UK,Larini,Ligier,10,0,21,62,+2 Laps
1990,8,Silverstone Circuit,UK,Pirro,Dallara,11,0,19,62,+2 Laps
1990,8,Silverstone Circuit,UK,Barilla,Minardi,12,0,24,62,+2 Laps
1990,8,Silverstone Circuit,UK,Alliot,Ligier,13,0,22,61,+3 Laps
1990,8,Silverstone Circuit,UK,Berger,McLaren,14,0,3,60,Throttle
1990,8,Silverstone Circuit,UK,Mansell,Ferrari,15,0,1,55,Gearbox
1990,8,Silverstone Circuit,UK,Capelli,Leyton House,16,0,10,48,Fuel leak
1990,8,Silverstone Circuit,UK,Donnelly,Team Lotus,17,0,14,48,Engine
1990,8,Silverstone Circuit,UK,Warwick,Team Lotus,18,0,16,46,Engine
1990,8,Silverstone Circuit,UK,Tarquini,AGS,19,0,26,41,Engine
1990,8,Silverstone Circuit,UK,Alboreto,Arrows,20,0,25,37,Engine
1990,8,Silverstone Circuit,UK,Patrese,Williams,21,0,7,26,Chassis
1990,8,Silverstone Circuit,UK,Nakajima,Tyrrell,22,0,12,20,Electrical
1990,8,Silverstone Circuit,UK,Nannini,Benetton,23,0,13,15,Collision
1990,8,Silverstone Circuit,UK,de Cesaris,Dallara,24,0,23,12,Fuel system
1990,8,Silverstone Circuit,UK,Martini,Minardi,25,0,18,3,Alternator
1990,8,Silverstone Circuit,UK,Gugelmin,Leyton House,26,0,15,0,Fuel pump
1990,9,Hockenheimring,Germany,Senna,McLaren,1,9,1,45,Finished
1990,9,Hockenheimring,Germany,Nannini,Benetton,2,6,9,45,Finished
1990,9,Hockenheimring,Germany,Berger,McLaren,3,4,2,45,Finished
1990,9,Hockenheimring,Germany,Prost,Ferrari,4,3,3,45,Finished
1990,9,Hockenheimring,Germany,Patrese,Williams,5,2,5,45,Finished
1990,9,Hockenheimring,Germany,Boutsen,Williams,6,1,6,45,Finished
1990,9,Hockenheimring,Germany,Capelli,Leyton House,7,0,10,44,+1 Lap
1990,9,Hockenheimring,Germany,Warwick,Team Lotus,8,0,16,44,+1 Lap
1990,9,Hockenheimring,Germany,Caffi,Arrows,9,0,18,44,+1 Lap
1990,9,Hockenheimring,Germany,Larini,Ligier,10,0,22,43,+2 Laps
1990,9,Hockenheimring,Germany,Alesi,Tyrrell,11,0,8,40,Transmission
1990,9,Hockenheimring,Germany,Järvilehto,Onyx,12,0,25,39,Not classified
1990,9,Hockenheimring,Germany,Bernard,Larrousse,13,0,12,35,Fuel pump
1990,9,Hockenheimring,Germany,Suzuki,Larrousse,14,0,11,33,Clutch
1990,9,Hockenheimring,Germany,Nakajima,Tyrrell,15,0,13,24,Engine
1990,9,Hockenheimring,Germany,Piquet,Benetton,16,0,7,23,Engine
1990,9,Hockenheimring,Germany,Martini,Minardi,17,0,15,20,Engine
1990,9,Hockenheimring,Germany,Foitek,Onyx,18,0,26,19,Spun off
1990,9,Hockenheimring,Germany,Mansell,Ferrari,19,0,4,15,Broken wing
1990,9,Hockenheimring,Germany,Gugelmin,Leyton House,20,0,14,12,Engine
1990,9,Hockenheimring,Germany,Brabham,Brabham,21,0,21,12,Engine
1990,9,Hockenheimring,Germany,Alboreto,Arrows,22,0,19,10,Engine
1990,9,Hockenheimring,Germany,Donnelly,Team Lotus,23,0,20,1,Clutch
1990,9,Hockenheimring,Germany,Modena,Brabham,24,0,17,0,Clutch
1990,9,Hockenheimring,Germany,Pirro,Dallara,25,0,23,0,Collision
1990,9,Hockenheimring,Germany,Alliot,Ligier,26,0,24,0,Disqualified
1990,10,Hungaroring,Hungary,Boutsen,Williams,1,9,1,77,Finished
1990,10,Hungaroring,Hungary,Senna,McLaren,2,6,4,77,Finished
1990,10,Hungaroring,Hungary,Piquet,Benetton,3,4,9,77,Finished
1990,10,Hungaroring,Hungary,Patrese,Williams,4,3,2,77,Finished
1990,10,Hungaroring,Hungary,Warwick,Team Lotus,5,2,11,77,Finished
1990,10,Hungaroring,Hungary,Bernard,Larrousse,6,1,12,77,Finished
1990,10,Hungaroring,Hungary,Donnelly,Team Lotus,7,0,18,76,+1 Lap
1990,10,Hungaroring,Hungary,Gugelmin,Leyton House,8,0,17,76,+1 Lap
1990,10,Hungaroring,Hungary,Caffi,Arrows,9,0,26,76,+1 Lap
1990,10,Hungaroring,Hungary,Pirro,Dallara,10,0,13,76,+1 Lap
1990,10,Hungaroring,Hungary,Larini,Ligier,11,0,25,76,+1 Lap
1990,10,Hungaroring,Hungary,Alboreto,Arrows,12,0,22,75,+2 Laps
1990,10,Hungaroring,Hungary,Tarquini,AGS,13,0,24,74,+3 Laps
1990,10,Hungaroring,Hungary,Alliot,Ligier,14,0,21,74,+3 Laps
1990,10,Hungaroring,Hungary,Barilla,Minardi,15,0,23,74,+3 Laps
1990,10,Hungaroring,Hungary,Berger,McLaren,16,0,3,72,Collision
1990,10,Hungaroring,Hungary,Mansell,Ferrari,17,0,5,71,Collision
1990,10,Hungaroring,Hungary,Nannini,Benetton,18,0,7,64,Collision
1990,10,Hungaroring,Hungary,Capelli,Leyton House,19,0,16,56,Gearbox
1990,10,Hungaroring,Hungary,Suzuki,Larrousse,20,0,19,37,Engine
1990,10,Hungaroring,Hungary,Prost,Ferrari,21,0,8,36,Gearbox
1990,10,Hungaroring,Hungary,Alesi,Tyrrell,22,0,6,36,Collision
1990,10,Hungaroring,Hungary,Modena,Brabham,23,0,20,35,Engine
1990,10,Hungaroring,Hungary,Martini,Minardi,24,0,14,35,Collision
1990,10,Hungaroring,Hungary,de Cesaris,Dallara,25,0,10,22,Engine
1990,10,Hungaroring,Hungary,Nakajima,Tyrrell,26,0,15,9,Brakes
1990,11,Circuit de Spa-Francorchamps,Belgium,Senna,McLaren,1,9,1,44,Finished
1990,11,Circuit de Spa-Francorchamps,Belgium,Prost,Ferrari,2,6,3,44,Finished
1990,11,Circuit de Spa-Francorchamps,Belgium,Berger,McLaren,3,4,2,44,Finished
1990,11,Circuit de Spa-Francorchamps,Belgium,Nannini,Benetton,4,3,6,44,Finished
1990,11,Circuit de Spa-Francorchamps,Belgium,Piquet,Benetton,5,2,8,44,Finished
1990,11,Circuit de Spa-Francorchamps,Belgium,Gugelmin,Leyton House,6,1,14,44,Finished
1990,11,Circuit de Spa-Francorchamps,Belgium,Capelli,Leyton House,7,0,12,43,+1 Lap
1990,11,Circuit de Spa-Francorchamps,Belgium,Alesi,Tyrrell,8,0,9,43,+1 Lap
1990,11,Circuit de Spa-Francorchamps,Belgium,Bernard,Larrousse,9,0,15,43,+1 Lap
1990,11,Circuit de Spa-Francorchamps,Belgium,Caffi,Arrows,10,0,19,43,+1 Lap
1990,11,Circuit de Spa-Francorchamps,Belgium,Warwick,Team Lotus,11,0,18,43,+1 Lap
1990,11,Circuit de Spa-Francorchamps,Belgium,Donnelly,Team Lotus,12,0,22,43,+1 Lap
1990,11,Circuit de Spa-Francorchamps,Belgium,Alboreto,Arrows,13,0,26,43,+1 Lap
1990,11,Circuit de Spa-Francorchamps,Belgium,Larini,Ligier,14,0,21,42,+2 Laps
1990,11,Circuit de Spa-Francorchamps,Belgium,Martini,Minardi,15,0,16,42,+2 Laps
1990,11,Circuit de Spa-Francorchamps,Belgium,Grouillard,Osella,16,0,23,42,+2 Laps
1990,11,Circuit de Spa-Francorchamps,Belgium,Modena,Brabham,17,0,13,39,Engine
1990,11,Circuit de Spa-Francorchamps,Belgium,Brabham,Brabham,18,0,24,36,Electrical
1990,11,Circuit de Spa-Francorchamps,Belgium,de Cesaris,Dallara,19,0,20,27,Engine
1990,11,Circuit de Spa-Francorchamps,Belgium,Boutsen,Williams,20,0,4,21,Transmission
1990,11,Circuit de Spa-Francorchamps,Belgium,Mansell,Ferrari,21,0,5,19,Handling
1990,11,Circuit de Spa-Francorchamps,Belgium,Patrese,Williams,22,0,7,18,Gearbox
1990,11,Circuit de Spa-Francorchamps,Belgium,Pirro,Dallara,23,0,17,5,Water leak
1990,11,Circuit de Spa-Francorchamps,Belgium,Nakajima,Tyrrell,24,0,10,4,Engine
1990,11,Circuit de Spa-Francorchamps,Belgium,Suzuki,Larrousse,25,0,11,0,Accident
1990,11,Circuit de Spa-Francorchamps,Belgium,Barilla,Minardi,26,0,25,0,Accident
1990,12,Autodromo Nazionale di Monza,Italy,Senna,McLaren,1,9,1,53,Finished
1990,12,Autodromo Nazionale di Monza,Italy,Prost,Ferrari,2,6,2,53,Finished
1990,12,Autodromo Nazionale di Monza,Italy,Berger,McLaren,3,4,3,53,Finished
1990,12,Autodromo Nazionale di Monza,Italy,Mansell,Ferrari,4,3,4,53,Finished
1990,12,Autodromo Nazionale di Monza,Italy,Patrese,Williams,5,2,7,52,Finished
1990,12,Autodromo Nazionale di Monza,Italy,Nakajima,Tyrrell,6,1,14,52,+1 Lap
1990,12,Autodromo Nazionale di Monza,Italy,Piquet,Benetton,7,0,9,52,+1 Lap
1990,12,Autodromo Nazionale di Monza,Italy,Nannini,Benetton,8,0,8,52,+1 Lap
1990,12,Autodromo Nazionale di Monza,Italy,Caffi,Arrows,9,0,21,51,+2 Laps
1990,12,Autodromo Nazionale di Monza,Italy,de Cesaris,Dallara,10,0,25,51,+2 Laps
1990,12,Autodromo Nazionale di Monza,Italy,Larini,Ligier,11,0,26,51,+2 Laps
1990,12,Autodromo Nazionale di Monza,Italy,Alboreto,Arrows,12,0,22,50,Spun off
1990,12,Autodromo Nazionale di Monza,Italy,Alliot,Ligier,13,0,20,50,+3 Laps
1990,12,Autodromo Nazionale di Monza,Italy,Dalmas,AGS,14,0,24,45,Not classified
1990,12,Autodromo Nazionale di Monza,Italy,Capelli,Leyton House,15,0,16,36,Engine
1990,12,Autodromo Nazionale di Monza,Italy,Suzuki,Larrousse,16,0,18,36,Electrical
